vocabulary size: 13035
<type 'int'>
<type 'numpy.float64'>
n tunes: 999
n train tunes: 951
n validation tunes: 48
24/1180 (epoch 0.407) train_loss=377.71505737 time/batch=0.27s
25/1180 (epoch 0.424) train_loss=403.43869019 time/batch=0.25s
26/1180 (epoch 0.441) train_loss=255.07090759 time/batch=0.19s
27/1180 (epoch 0.458) train_loss=502.30990601 time/batch=0.28s
28/1180 (epoch 0.475) train_loss=551.33862305 time/batch=0.33s
29/1180 (epoch 0.492) train_loss=516.06097412 time/batch=0.33s
30/1180 (epoch 0.508) train_loss=630.34667969 time/batch=0.38s
31/1180 (epoch 0.525) train_loss=522.33441162 time/batch=0.31s
32/1180 (epoch 0.542) train_loss=273.01928711 time/batch=0.18s
33/1180 (epoch 0.559) train_loss=473.92962646 time/batch=0.28s
34/1180 (epoch 0.576) train_loss=489.83160400 time/batch=0.30s
35/1180 (epoch 0.593) train_loss=271.61663818 time/batch=0.19s
36/1180 (epoch 0.610) train_loss=579.42700195 time/batch=1.75s
37/1180 (epoch 0.627) train_loss=298.16070557 time/batch=0.47s
38/1180 (epoch 0.644) train_loss=416.27926636 time/batch=0.27s
39/1180 (epoch 0.661) train_loss=253.71286011 time/batch=0.19s
40/1180 (epoch 0.678) train_loss=517.06445312 time/batch=0.30s
41/1180 (epoch 0.695) train_loss=719.52459717 time/batch=0.42s
42/1180 (epoch 0.712) train_loss=566.67724609 time/batch=0.47s
43/1180 (epoch 0.729) train_loss=469.30944824 time/batch=0.31s
44/1180 (epoch 0.746) train_loss=341.20373535 time/batch=0.22s
45/1180 (epoch 0.763) train_loss=511.40026855 time/batch=0.31s
46/1180 (epoch 0.780) train_loss=244.33247375 time/batch=0.20s
47/1180 (epoch 0.797) train_loss=406.33398438 time/batch=0.30s
48/1180 (epoch 0.814) train_loss=270.91699219 time/batch=0.22s
49/1180 (epoch 0.831) train_loss=234.09997559 time/batch=0.17s
50/1180 (epoch 0.847) train_loss=232.20230103 time/batch=0.17s
51/1180 (epoch 0.864) train_loss=282.89031982 time/batch=0.19s
52/1180 (epoch 0.881) train_loss=262.32382202 time/batch=0.18s
53/1180 (epoch 0.898) train_loss=262.06976318 time/batch=0.19s
54/1180 (epoch 0.915) train_loss=246.31080627 time/batch=0.17s
55/1180 (epoch 0.932) train_loss=242.73289490 time/batch=0.18s
56/1180 (epoch 0.949) train_loss=239.22212219 time/batch=0.17s
57/1180 (epoch 0.966) train_loss=248.84718323 time/batch=0.19s
58/1180 (epoch 0.983) train_loss=243.64413452 time/batch=0.19s
59/1180 (epoch 1.000) train_loss=237.36328125 time/batch=0.17s
60/1180 (epoch 1.017) train_loss=222.14382935 time/batch=0.17s
61/1180 (epoch 1.034) train_loss=532.84875488 time/batch=0.31s
62/1180 (epoch 1.051) train_loss=2765.50732422 time/batch=2.64s
63/1180 (epoch 1.068) train_loss=514.48150635 time/batch=2.19s
64/1180 (epoch 1.085) train_loss=824.46160889 time/batch=0.78s
65/1180 (epoch 1.102) train_loss=384.38092041 time/batch=0.28s
66/1180 (epoch 1.119) train_loss=609.24621582 time/batch=0.39s
67/1180 (epoch 1.136) train_loss=459.41802979 time/batch=0.33s
68/1180 (epoch 1.153) train_loss=689.00726318 time/batch=0.44s
69/1180 (epoch 1.169) train_loss=688.50769043 time/batch=0.44s
70/1180 (epoch 1.186) train_loss=506.35366821 time/batch=0.34s
71/1180 (epoch 1.203) train_loss=398.45153809 time/batch=0.27s
72/1180 (epoch 1.220) train_loss=374.56884766 time/batch=0.25s
73/1180 (epoch 1.237) train_loss=792.35418701 time/batch=0.55s
74/1180 (epoch 1.254) train_loss=823.01367188 time/batch=0.67s
75/1180 (epoch 1.271) train_loss=488.57641602 time/batch=0.38s
76/1180 (epoch 1.288) train_loss=513.95782471 time/batch=0.33s
77/1180 (epoch 1.305) train_loss=337.41784668 time/batch=0.23s
78/1180 (epoch 1.322) train_loss=519.14807129 time/batch=0.33s
79/1180 (epoch 1.339) train_loss=594.25695801 time/batch=0.41s
80/1180 (epoch 1.356) train_loss=347.29067993 time/batch=0.25s
81/1180 (epoch 1.373) train_loss=561.48864746 time/batch=0.36s
82/1180 (epoch 1.390) train_loss=265.05920410 time/batch=0.20s
83/1180 (epoch 1.407) train_loss=396.45782471 time/batch=0.25s
84/1180 (epoch 1.424) train_loss=357.35827637 time/batch=0.25s
85/1180 (epoch 1.441) train_loss=525.77783203 time/batch=0.34s
86/1180 (epoch 1.458) train_loss=392.82318115 time/batch=0.28s
87/1180 (epoch 1.475) train_loss=231.95739746 time/batch=0.19s
88/1180 (epoch 1.492) train_loss=444.60177612 time/batch=0.28s
89/1180 (epoch 1.508) train_loss=324.59512329 time/batch=0.28s
90/1180 (epoch 1.525) train_loss=616.67041016 time/batch=0.41s
91/1180 (epoch 1.542) train_loss=643.23773193 time/batch=0.65s
92/1180 (epoch 1.559) train_loss=218.86169434 time/batch=0.25s
93/1180 (epoch 1.576) train_loss=252.04420471 time/batch=0.19s
94/1180 (epoch 1.593) train_loss=481.31970215 time/batch=0.31s
95/1180 (epoch 1.610) train_loss=238.81605530 time/batch=0.20s
96/1180 (epoch 1.627) train_loss=707.20556641 time/batch=0.33s
97/1180 (epoch 1.644) train_loss=484.56390381 time/batch=0.31s
98/1180 (epoch 1.661) train_loss=478.73229980 time/batch=0.37s
99/1180 (epoch 1.678) train_loss=606.64672852 time/batch=0.65s
100/1180 (epoch 1.695) train_loss=432.40353394 time/batch=0.34s
101/1180 (epoch 1.712) train_loss=263.24688721 time/batch=0.21s
102/1180 (epoch 1.729) train_loss=434.81982422 time/batch=0.28s
103/1180 (epoch 1.746) train_loss=257.06094360 time/batch=0.19s
104/1180 (epoch 1.763) train_loss=236.88763428 time/batch=0.19s
105/1180 (epoch 1.780) train_loss=254.80244446 time/batch=0.26s
106/1180 (epoch 1.797) train_loss=227.64512634 time/batch=0.19s
107/1180 (epoch 1.814) train_loss=398.59570312 time/batch=0.34s
108/1180 (epoch 1.831) train_loss=241.77157593 time/batch=0.22s
109/1180 (epoch 1.847) train_loss=225.08575439 time/batch=0.19s
110/1180 (epoch 1.864) train_loss=231.74183655 time/batch=0.17s
111/1180 (epoch 1.881) train_loss=249.97213745 time/batch=0.36s
112/1180 (epoch 1.898) train_loss=208.70098877 time/batch=0.20s
113/1180 (epoch 1.915) train_loss=210.11022949 time/batch=0.17s
114/1180 (epoch 1.932) train_loss=200.53475952 time/batch=0.19s
115/1180 (epoch 1.949) train_loss=202.50155640 time/batch=0.18s
116/1180 (epoch 1.966) train_loss=206.13430786 time/batch=0.19s
117/1180 (epoch 1.983) train_loss=314.40270996 time/batch=0.34s
118/1180 (epoch 2.000) train_loss=225.89086914 time/batch=0.20s
119/1180 (epoch 2.017) train_loss=718.15014648 time/batch=0.45s
120/1180 (epoch 2.034) train_loss=1459.04125977 time/batch=2.06s
121/1180 (epoch 2.051) train_loss=533.39666748 time/batch=0.65s
122/1180 (epoch 2.068) train_loss=751.55438232 time/batch=0.49s
123/1180 (epoch 2.085) train_loss=585.27746582 time/batch=0.39s
124/1180 (epoch 2.102) train_loss=1311.94299316 time/batch=2.68s
125/1180 (epoch 2.119) train_loss=271.65643311 time/batch=0.64s
126/1180 (epoch 2.136) train_loss=447.40628052 time/batch=0.28s
127/1180 (epoch 2.153) train_loss=771.74792480 time/batch=0.53s
128/1180 (epoch 2.169) train_loss=485.89038086 time/batch=0.36s
129/1180 (epoch 2.186) train_loss=488.40029907 time/batch=0.35s
130/1180 (epoch 2.203) train_loss=426.06219482 time/batch=0.32s
131/1180 (epoch 2.220) train_loss=605.44738770 time/batch=0.41s
132/1180 (epoch 2.237) train_loss=368.04168701 time/batch=0.27s
133/1180 (epoch 2.254) train_loss=485.47705078 time/batch=1.77s
134/1180 (epoch 2.271) train_loss=582.15832520 time/batch=0.66s
135/1180 (epoch 2.288) train_loss=405.56793213 time/batch=0.33s
136/1180 (epoch 2.305) train_loss=442.58941650 time/batch=0.29s
137/1180 (epoch 2.322) train_loss=257.49969482 time/batch=0.22s
138/1180 (epoch 2.339) train_loss=533.08227539 time/batch=0.34s
139/1180 (epoch 2.356) train_loss=307.61456299 time/batch=0.24s
140/1180 (epoch 2.373) train_loss=354.92834473 time/batch=0.26s
141/1180 (epoch 2.390) train_loss=466.45895386 time/batch=0.29s
142/1180 (epoch 2.407) train_loss=503.01605225 time/batch=0.36s
143/1180 (epoch 2.424) train_loss=393.29571533 time/batch=0.28s
144/1180 (epoch 2.441) train_loss=536.82574463 time/batch=0.38s
145/1180 (epoch 2.458) train_loss=392.77966309 time/batch=0.30s
146/1180 (epoch 2.475) train_loss=569.54980469 time/batch=0.38s
147/1180 (epoch 2.492) train_loss=373.56198120 time/batch=0.27s
148/1180 (epoch 2.508) train_loss=637.89978027 time/batch=0.42s
149/1180 (epoch 2.525) train_loss=573.65161133 time/batch=0.43s
150/1180 (epoch 2.542) train_loss=272.00622559 time/batch=0.27s
151/1180 (epoch 2.559) train_loss=374.65365601 time/batch=0.27s
152/1180 (epoch 2.576) train_loss=381.39013672 time/batch=0.28s
153/1180 (epoch 2.593) train_loss=426.52474976 time/batch=0.31s
154/1180 (epoch 2.610) train_loss=469.47805786 time/batch=0.32s
155/1180 (epoch 2.627) train_loss=493.07998657 time/batch=0.41s
156/1180 (epoch 2.644) train_loss=203.11419678 time/batch=0.23s
157/1180 (epoch 2.661) train_loss=198.44723511 time/batch=0.17s
158/1180 (epoch 2.678) train_loss=224.47512817 time/batch=0.18s
159/1180 (epoch 2.695) train_loss=217.38229370 time/batch=0.19s
160/1180 (epoch 2.712) train_loss=460.99066162 time/batch=0.32s
161/1180 (epoch 2.729) train_loss=199.52291870 time/batch=0.20s
162/1180 (epoch 2.746) train_loss=351.24450684 time/batch=0.25s
163/1180 (epoch 2.763) train_loss=209.80276489 time/batch=0.20s
164/1180 (epoch 2.780) train_loss=224.55752563 time/batch=0.19s
165/1180 (epoch 2.797) train_loss=248.34283447 time/batch=0.24s
166/1180 (epoch 2.814) train_loss=236.72137451 time/batch=0.19s
167/1180 (epoch 2.831) train_loss=230.49205017 time/batch=0.18s
168/1180 (epoch 2.847) train_loss=208.32624817 time/batch=0.18s
169/1180 (epoch 2.864) train_loss=198.43771362 time/batch=0.18s
170/1180 (epoch 2.881) train_loss=189.22894287 time/batch=0.18s
171/1180 (epoch 2.898) train_loss=207.11807251 time/batch=0.19s
172/1180 (epoch 2.915) train_loss=211.35853577 time/batch=0.18s
173/1180 (epoch 2.932) train_loss=213.75115967 time/batch=0.18s
174/1180 (epoch 2.949) train_loss=195.11431885 time/batch=0.18s
175/1180 (epoch 2.966) train_loss=190.04983521 time/batch=0.18s
176/1180 (epoch 2.983) train_loss=192.96218872 time/batch=0.18s
177/1180 (epoch 3.000) train_loss=199.23886108 time/batch=0.19s
178/1180 (epoch 3.017) train_loss=408.00393677 time/batch=0.26s
179/1180 (epoch 3.034) train_loss=901.28405762 time/batch=0.60s
180/1180 (epoch 3.051) train_loss=614.86407471 time/batch=0.46s
181/1180 (epoch 3.068) train_loss=635.53302002 time/batch=0.44s
182/1180 (epoch 3.085) train_loss=319.10278320 time/batch=0.25s
183/1180 (epoch 3.102) train_loss=334.96902466 time/batch=0.25s
184/1180 (epoch 3.119) train_loss=1871.58276367 time/batch=2.64s
185/1180 (epoch 3.136) train_loss=538.61419678 time/batch=0.78s
186/1180 (epoch 3.153) train_loss=418.26467896 time/batch=0.31s
187/1180 (epoch 3.169) train_loss=808.32647705 time/batch=0.65s
188/1180 (epoch 3.186) train_loss=400.55404663 time/batch=0.36s
189/1180 (epoch 3.203) train_loss=521.06152344 time/batch=0.38s
190/1180 (epoch 3.220) train_loss=487.77233887 time/batch=0.37s
191/1180 (epoch 3.237) train_loss=351.30706787 time/batch=0.28s
192/1180 (epoch 3.254) train_loss=674.29040527 time/batch=0.44s
193/1180 (epoch 3.271) train_loss=248.98347473 time/batch=0.26s
194/1180 (epoch 3.288) train_loss=228.71649170 time/batch=0.18s
195/1180 (epoch 3.305) train_loss=452.32339478 time/batch=0.31s
196/1180 (epoch 3.322) train_loss=663.70043945 time/batch=0.48s
197/1180 (epoch 3.339) train_loss=346.32385254 time/batch=0.30s
198/1180 (epoch 3.356) train_loss=393.56561279 time/batch=0.30s
199/1180 (epoch 3.373) train_loss=367.33801270 time/batch=0.27s
200/1180 (epoch 3.390) train_loss=518.85235596 time/batch=0.34s
201/1180 (epoch 3.407) train_loss=198.77409363 time/batch=0.22s
202/1180 (epoch 3.424) train_loss=441.68969727 time/batch=0.28s
203/1180 (epoch 3.441) train_loss=318.26565552 time/batch=0.28s
204/1180 (epoch 3.458) train_loss=465.41589355 time/batch=0.33s
205/1180 (epoch 3.475) train_loss=234.04780579 time/batch=0.23s
206/1180 (epoch 3.492) train_loss=349.06909180 time/batch=0.27s
207/1180 (epoch 3.508) train_loss=292.40856934 time/batch=0.28s
208/1180 (epoch 3.525) train_loss=562.73828125 time/batch=0.38s
209/1180 (epoch 3.542) train_loss=233.89721680 time/batch=0.22s
210/1180 (epoch 3.559) train_loss=409.77612305 time/batch=0.30s
211/1180 (epoch 3.576) train_loss=392.01406860 time/batch=0.28s
212/1180 (epoch 3.593) train_loss=507.02026367 time/batch=0.36s
213/1180 (epoch 3.610) train_loss=440.38296509 time/batch=0.33s
214/1180 (epoch 3.627) train_loss=190.67098999 time/batch=0.21s
215/1180 (epoch 3.644) train_loss=590.01776123 time/batch=0.39s
216/1180 (epoch 3.661) train_loss=337.33270264 time/batch=1.77s
217/1180 (epoch 3.678) train_loss=540.06042480 time/batch=0.65s
218/1180 (epoch 3.695) train_loss=425.89224243 time/batch=0.33s
219/1180 (epoch 3.712) train_loss=338.23339844 time/batch=1.70s
220/1180 (epoch 3.729) train_loss=198.54946899 time/batch=0.46s
221/1180 (epoch 3.746) train_loss=265.15582275 time/batch=0.30s
222/1180 (epoch 3.763) train_loss=196.47259521 time/batch=0.19s
223/1180 (epoch 3.780) train_loss=190.05761719 time/batch=0.19s
224/1180 (epoch 3.797) train_loss=198.82565308 time/batch=0.19s
225/1180 (epoch 3.814) train_loss=451.42620850 time/batch=0.34s
226/1180 (epoch 3.831) train_loss=404.63571167 time/batch=0.39s
227/1180 (epoch 3.847) train_loss=189.36596680 time/batch=0.20s
228/1180 (epoch 3.864) train_loss=198.87698364 time/batch=0.19s
229/1180 (epoch 3.881) train_loss=182.97685242 time/batch=0.17s
230/1180 (epoch 3.898) train_loss=179.55880737 time/batch=0.19s
231/1180 (epoch 3.915) train_loss=181.71865845 time/batch=0.17s
232/1180 (epoch 3.932) train_loss=184.72866821 time/batch=0.19s
233/1180 (epoch 3.949) train_loss=193.64889526 time/batch=0.17s
234/1180 (epoch 3.966) train_loss=185.28344727 time/batch=0.19s
235/1180 (epoch 3.983) train_loss=184.51910400 time/batch=0.19s
236/1180 (epoch 4.000) train_loss=205.51599121 time/batch=0.19s
237/1180 (epoch 4.017) train_loss=974.29632568 time/batch=0.61s
238/1180 (epoch 4.034) train_loss=551.44116211 time/batch=0.42s
239/1180 (epoch 4.051) train_loss=615.32495117 time/batch=0.47s
240/1180 (epoch 4.068) train_loss=506.95553589 time/batch=0.35s
241/1180 (epoch 4.085) train_loss=598.47961426 time/batch=0.41s
242/1180 (epoch 4.102) train_loss=238.99343872 time/batch=0.23s
243/1180 (epoch 4.119) train_loss=1871.99963379 time/batch=2.61s
244/1180 (epoch 4.136) train_loss=459.24096680 time/batch=0.75s
245/1180 (epoch 4.153) train_loss=409.15017700 time/batch=0.30s
246/1180 (epoch 4.169) train_loss=338.94198608 time/batch=0.27s
247/1180 (epoch 4.186) train_loss=297.59078979 time/batch=0.23s
248/1180 (epoch 4.203) train_loss=327.30816650 time/batch=0.25s
249/1180 (epoch 4.220) train_loss=637.16052246 time/batch=0.45s
250/1180 (epoch 4.237) train_loss=380.10351562 time/batch=0.31s
251/1180 (epoch 4.254) train_loss=754.44287109 time/batch=0.62s
252/1180 (epoch 4.271) train_loss=603.40124512 time/batch=0.46s
253/1180 (epoch 4.288) train_loss=400.57040405 time/batch=0.31s
254/1180 (epoch 4.305) train_loss=487.86767578 time/batch=1.75s
255/1180 (epoch 4.322) train_loss=349.83813477 time/batch=0.53s
256/1180 (epoch 4.339) train_loss=392.53906250 time/batch=0.30s
257/1180 (epoch 4.356) train_loss=637.26818848 time/batch=0.47s
258/1180 (epoch 4.373) train_loss=350.99200439 time/batch=0.31s
259/1180 (epoch 4.390) train_loss=389.39715576 time/batch=0.31s
260/1180 (epoch 4.407) train_loss=455.25036621 time/batch=0.33s
261/1180 (epoch 4.424) train_loss=438.92642212 time/batch=0.34s
262/1180 (epoch 4.441) train_loss=205.22917175 time/batch=0.20s
263/1180 (epoch 4.458) train_loss=224.36520386 time/batch=0.19s
264/1180 (epoch 4.475) train_loss=239.47555542 time/batch=0.20s
265/1180 (epoch 4.492) train_loss=188.90805054 time/batch=0.17s
266/1180 (epoch 4.508) train_loss=287.17150879 time/batch=0.23s
267/1180 (epoch 4.525) train_loss=544.01690674 time/batch=0.37s
268/1180 (epoch 4.542) train_loss=445.84832764 time/batch=0.33s
269/1180 (epoch 4.559) train_loss=449.87515259 time/batch=0.31s
270/1180 (epoch 4.576) train_loss=444.71826172 time/batch=0.34s
271/1180 (epoch 4.593) train_loss=549.73834229 time/batch=0.38s
272/1180 (epoch 4.610) train_loss=413.74771118 time/batch=0.36s
273/1180 (epoch 4.627) train_loss=311.74755859 time/batch=0.28s
274/1180 (epoch 4.644) train_loss=499.81042480 time/batch=0.34s
275/1180 (epoch 4.661) train_loss=447.83499146 time/batch=0.36s
276/1180 (epoch 4.678) train_loss=479.68084717 time/batch=0.35s
277/1180 (epoch 4.695) train_loss=216.65783691 time/batch=0.22s
278/1180 (epoch 4.712) train_loss=279.76608276 time/batch=0.25s
279/1180 (epoch 4.729) train_loss=452.59805298 time/batch=0.34s
280/1180 (epoch 4.746) train_loss=195.26025391 time/batch=0.20s
281/1180 (epoch 4.763) train_loss=188.91946411 time/batch=0.17s
282/1180 (epoch 4.780) train_loss=179.98986816 time/batch=0.18s
283/1180 (epoch 4.797) train_loss=181.01657104 time/batch=0.19s
284/1180 (epoch 4.814) train_loss=176.90481567 time/batch=0.17s
285/1180 (epoch 4.831) train_loss=202.16342163 time/batch=0.19s
286/1180 (epoch 4.847) train_loss=210.55393982 time/batch=0.19s
287/1180 (epoch 4.864) train_loss=186.77908325 time/batch=0.17s
288/1180 (epoch 4.881) train_loss=177.74365234 time/batch=0.19s
289/1180 (epoch 4.898) train_loss=167.53198242 time/batch=0.19s
290/1180 (epoch 4.915) train_loss=176.17474365 time/batch=0.17s
291/1180 (epoch 4.932) train_loss=178.23872375 time/batch=0.19s
292/1180 (epoch 4.949) train_loss=208.13134766 time/batch=0.17s
293/1180 (epoch 4.966) train_loss=183.98593140 time/batch=0.19s
294/1180 (epoch 4.983) train_loss=167.00865173 time/batch=0.19s
295/1180 (epoch 5.000) train_loss=169.29597473 time/batch=0.17s
296/1180 (epoch 5.017) train_loss=1380.59082031 time/batch=2.01s
297/1180 (epoch 5.034) train_loss=317.89416504 time/batch=0.57s
298/1180 (epoch 5.051) train_loss=554.95117188 time/batch=0.39s
299/1180 (epoch 5.068) train_loss=582.92950439 time/batch=0.42s
300/1180 (epoch 5.085) train_loss=461.23477173 time/batch=0.36s
301/1180 (epoch 5.102) train_loss=390.19567871 time/batch=0.31s
302/1180 (epoch 5.119) train_loss=250.01266479 time/batch=0.22s
303/1180 (epoch 5.136) train_loss=712.00115967 time/batch=0.50s
304/1180 (epoch 5.153) train_loss=547.32031250 time/batch=0.42s
305/1180 (epoch 5.169) train_loss=539.30236816 time/batch=0.42s
306/1180 (epoch 5.186) train_loss=1368.22790527 time/batch=2.66s
307/1180 (epoch 5.203) train_loss=185.77041626 time/batch=0.62s
308/1180 (epoch 5.220) train_loss=374.58508301 time/batch=0.27s
309/1180 (epoch 5.237) train_loss=326.61807251 time/batch=0.25s
310/1180 (epoch 5.254) train_loss=291.58767700 time/batch=0.25s
311/1180 (epoch 5.271) train_loss=396.27096558 time/batch=0.30s
312/1180 (epoch 5.288) train_loss=417.98046875 time/batch=0.33s
313/1180 (epoch 5.305) train_loss=695.09637451 time/batch=0.51s
314/1180 (epoch 5.322) train_loss=518.49188232 time/batch=0.41s
315/1180 (epoch 5.339) train_loss=371.01690674 time/batch=0.30s
316/1180 (epoch 5.356) train_loss=333.96868896 time/batch=1.75s
317/1180 (epoch 5.373) train_loss=465.16735840 time/batch=0.60s
318/1180 (epoch 5.390) train_loss=346.53118896 time/batch=0.28s
319/1180 (epoch 5.407) train_loss=326.03820801 time/batch=0.25s
320/1180 (epoch 5.424) train_loss=612.03106689 time/batch=0.44s
321/1180 (epoch 5.441) train_loss=470.46868896 time/batch=0.38s
322/1180 (epoch 5.458) train_loss=610.80810547 time/batch=0.43s
323/1180 (epoch 5.475) train_loss=343.93475342 time/batch=0.30s
324/1180 (epoch 5.492) train_loss=472.67510986 time/batch=0.36s
325/1180 (epoch 5.508) train_loss=463.71316528 time/batch=0.36s
326/1180 (epoch 5.525) train_loss=499.49588013 time/batch=0.37s
327/1180 (epoch 5.542) train_loss=181.84591675 time/batch=0.21s
328/1180 (epoch 5.559) train_loss=201.57737732 time/batch=0.17s
329/1180 (epoch 5.576) train_loss=432.09805298 time/batch=0.34s
330/1180 (epoch 5.593) train_loss=424.94866943 time/batch=0.33s
331/1180 (epoch 5.610) train_loss=326.52001953 time/batch=1.73s
332/1180 (epoch 5.627) train_loss=219.86143494 time/batch=0.47s
333/1180 (epoch 5.644) train_loss=229.34211731 time/batch=0.19s
334/1180 (epoch 5.661) train_loss=390.96737671 time/batch=0.30s
335/1180 (epoch 5.678) train_loss=207.08877563 time/batch=0.20s
336/1180 (epoch 5.695) train_loss=388.08224487 time/batch=0.28s
337/1180 (epoch 5.712) train_loss=248.78062439 time/batch=0.27s
338/1180 (epoch 5.729) train_loss=365.62963867 time/batch=0.30s
339/1180 (epoch 5.746) train_loss=200.28639221 time/batch=0.20s
340/1180 (epoch 5.763) train_loss=223.05256653 time/batch=0.25s
341/1180 (epoch 5.780) train_loss=306.38977051 time/batch=0.31s
342/1180 (epoch 5.797) train_loss=178.53918457 time/batch=0.19s
343/1180 (epoch 5.814) train_loss=343.93869019 time/batch=0.31s
344/1180 (epoch 5.831) train_loss=184.98332214 time/batch=0.20s
345/1180 (epoch 5.847) train_loss=176.51145935 time/batch=0.17s
346/1180 (epoch 5.864) train_loss=181.85388184 time/batch=0.19s
347/1180 (epoch 5.881) train_loss=185.97909546 time/batch=0.19s
348/1180 (epoch 5.898) train_loss=162.63073730 time/batch=0.18s
349/1180 (epoch 5.915) train_loss=166.42034912 time/batch=0.19s
350/1180 (epoch 5.932) train_loss=167.58654785 time/batch=0.19s
351/1180 (epoch 5.949) train_loss=166.36871338 time/batch=0.17s
352/1180 (epoch 5.966) train_loss=174.60626221 time/batch=0.19s
353/1180 (epoch 5.983) train_loss=169.23046875 time/batch=0.19s
354/1180 (epoch 6.000) train_loss=158.87257385 time/batch=0.17s
355/1180 (epoch 6.017) train_loss=427.63507080 time/batch=0.30s
356/1180 (epoch 6.034) train_loss=330.17114258 time/batch=0.25s
357/1180 (epoch 6.051) train_loss=278.26690674 time/batch=0.23s
358/1180 (epoch 6.068) train_loss=390.13394165 time/batch=0.28s
359/1180 (epoch 6.085) train_loss=452.80065918 time/batch=0.33s
360/1180 (epoch 6.102) train_loss=625.38885498 time/batch=0.45s
361/1180 (epoch 6.119) train_loss=426.58160400 time/batch=0.34s
362/1180 (epoch 6.136) train_loss=325.79754639 time/batch=0.27s
363/1180 (epoch 6.153) train_loss=380.31988525 time/batch=0.30s
364/1180 (epoch 6.169) train_loss=382.44564819 time/batch=0.30s
365/1180 (epoch 6.186) train_loss=583.10473633 time/batch=0.41s
366/1180 (epoch 6.203) train_loss=461.42633057 time/batch=1.80s
367/1180 (epoch 6.220) train_loss=541.99542236 time/batch=0.64s
368/1180 (epoch 6.237) train_loss=172.05084229 time/batch=0.20s
369/1180 (epoch 6.254) train_loss=211.83456421 time/batch=0.20s
370/1180 (epoch 6.271) train_loss=517.68756104 time/batch=0.35s
371/1180 (epoch 6.288) train_loss=463.80718994 time/batch=0.36s
372/1180 (epoch 6.305) train_loss=608.22540283 time/batch=0.47s
373/1180 (epoch 6.322) train_loss=831.40393066 time/batch=0.63s
374/1180 (epoch 6.339) train_loss=492.82821655 time/batch=0.42s
375/1180 (epoch 6.356) train_loss=701.86920166 time/batch=0.49s
376/1180 (epoch 6.373) train_loss=416.32080078 time/batch=0.36s
377/1180 (epoch 6.390) train_loss=651.06176758 time/batch=0.63s
378/1180 (epoch 6.407) train_loss=200.53347778 time/batch=0.25s
379/1180 (epoch 6.424) train_loss=563.21520996 time/batch=0.38s
380/1180 (epoch 6.441) train_loss=244.85330200 time/batch=0.23s
381/1180 (epoch 6.458) train_loss=1834.95947266 time/batch=2.64s
382/1180 (epoch 6.475) train_loss=342.16253662 time/batch=0.70s
383/1180 (epoch 6.492) train_loss=179.98889160 time/batch=0.19s
384/1180 (epoch 6.508) train_loss=371.96881104 time/batch=0.28s
385/1180 (epoch 6.525) train_loss=336.31915283 time/batch=0.27s
386/1180 (epoch 6.542) train_loss=204.16384888 time/batch=0.20s
387/1180 (epoch 6.559) train_loss=311.43829346 time/batch=0.22s
388/1180 (epoch 6.576) train_loss=434.56420898 time/batch=0.32s
