vocabulary size: 13035
<type 'int'>
<type 'numpy.float64'>
n tunes: 999
n train tunes: 951
n validation tunes: 48
24/1180 (epoch 0.407) train_loss=375.22589111 time/batch=0.25s
25/1180 (epoch 0.424) train_loss=408.09921265 time/batch=0.25s
26/1180 (epoch 0.441) train_loss=265.13778687 time/batch=0.19s
27/1180 (epoch 0.458) train_loss=509.92443848 time/batch=0.28s
28/1180 (epoch 0.475) train_loss=555.80438232 time/batch=0.33s
29/1180 (epoch 0.492) train_loss=520.52575684 time/batch=0.32s
30/1180 (epoch 0.508) train_loss=597.55346680 time/batch=0.38s
31/1180 (epoch 0.525) train_loss=485.51315308 time/batch=0.31s
32/1180 (epoch 0.542) train_loss=271.84274292 time/batch=0.19s
33/1180 (epoch 0.559) train_loss=465.35705566 time/batch=0.27s
34/1180 (epoch 0.576) train_loss=485.88302612 time/batch=0.30s
35/1180 (epoch 0.593) train_loss=265.69647217 time/batch=0.20s
36/1180 (epoch 0.610) train_loss=567.60351562 time/batch=1.75s
37/1180 (epoch 0.627) train_loss=289.11972046 time/batch=0.47s
38/1180 (epoch 0.644) train_loss=458.62896729 time/batch=0.25s
39/1180 (epoch 0.661) train_loss=263.84851074 time/batch=0.19s
40/1180 (epoch 0.678) train_loss=533.66345215 time/batch=0.30s
41/1180 (epoch 0.695) train_loss=724.43164062 time/batch=0.44s
42/1180 (epoch 0.712) train_loss=576.04199219 time/batch=0.47s
43/1180 (epoch 0.729) train_loss=483.36837769 time/batch=0.31s
44/1180 (epoch 0.746) train_loss=335.49551392 time/batch=0.22s
45/1180 (epoch 0.763) train_loss=522.71600342 time/batch=0.31s
46/1180 (epoch 0.780) train_loss=253.65933228 time/batch=0.19s
47/1180 (epoch 0.797) train_loss=399.15399170 time/batch=0.30s
48/1180 (epoch 0.814) train_loss=280.66540527 time/batch=0.22s
49/1180 (epoch 0.831) train_loss=237.25898743 time/batch=0.17s
50/1180 (epoch 0.847) train_loss=232.78659058 time/batch=0.17s
51/1180 (epoch 0.864) train_loss=246.15177917 time/batch=0.19s
52/1180 (epoch 0.881) train_loss=261.05749512 time/batch=0.19s
53/1180 (epoch 0.898) train_loss=260.45834351 time/batch=0.17s
54/1180 (epoch 0.915) train_loss=246.63284302 time/batch=0.19s
55/1180 (epoch 0.932) train_loss=245.77105713 time/batch=0.19s
56/1180 (epoch 0.949) train_loss=233.99502563 time/batch=0.17s
57/1180 (epoch 0.966) train_loss=244.01216125 time/batch=0.19s
58/1180 (epoch 0.983) train_loss=250.02905273 time/batch=0.19s
59/1180 (epoch 1.000) train_loss=235.44454956 time/batch=0.17s
60/1180 (epoch 1.017) train_loss=220.27664185 time/batch=0.19s
61/1180 (epoch 1.034) train_loss=551.98437500 time/batch=0.30s
62/1180 (epoch 1.051) train_loss=2120.50317383 time/batch=2.64s
63/1180 (epoch 1.068) train_loss=721.79809570 time/batch=2.20s
64/1180 (epoch 1.085) train_loss=825.42114258 time/batch=0.79s
65/1180 (epoch 1.102) train_loss=389.04559326 time/batch=0.28s
66/1180 (epoch 1.119) train_loss=617.78515625 time/batch=0.38s
67/1180 (epoch 1.136) train_loss=477.82995605 time/batch=0.33s
68/1180 (epoch 1.153) train_loss=700.85845947 time/batch=0.44s
69/1180 (epoch 1.169) train_loss=670.55279541 time/batch=0.44s
70/1180 (epoch 1.186) train_loss=483.96084595 time/batch=0.34s
71/1180 (epoch 1.203) train_loss=391.03024292 time/batch=0.27s
72/1180 (epoch 1.220) train_loss=379.93298340 time/batch=0.27s
73/1180 (epoch 1.237) train_loss=788.09222412 time/batch=0.55s
74/1180 (epoch 1.254) train_loss=833.77148438 time/batch=0.66s
75/1180 (epoch 1.271) train_loss=482.68890381 time/batch=0.38s
76/1180 (epoch 1.288) train_loss=488.02264404 time/batch=0.34s
77/1180 (epoch 1.305) train_loss=306.46636963 time/batch=0.22s
78/1180 (epoch 1.322) train_loss=535.84558105 time/batch=0.33s
79/1180 (epoch 1.339) train_loss=610.00299072 time/batch=0.41s
80/1180 (epoch 1.356) train_loss=355.53381348 time/batch=0.25s
81/1180 (epoch 1.373) train_loss=561.78491211 time/batch=0.36s
82/1180 (epoch 1.390) train_loss=254.16450500 time/batch=0.20s
83/1180 (epoch 1.407) train_loss=410.71542358 time/batch=0.26s
84/1180 (epoch 1.424) train_loss=372.65991211 time/batch=0.25s
85/1180 (epoch 1.441) train_loss=533.82531738 time/batch=0.34s
86/1180 (epoch 1.458) train_loss=390.55517578 time/batch=0.28s
87/1180 (epoch 1.475) train_loss=224.39064026 time/batch=0.19s
88/1180 (epoch 1.492) train_loss=436.14141846 time/batch=0.28s
89/1180 (epoch 1.508) train_loss=357.83630371 time/batch=0.28s
90/1180 (epoch 1.525) train_loss=618.53717041 time/batch=0.39s
91/1180 (epoch 1.542) train_loss=629.08959961 time/batch=0.64s
92/1180 (epoch 1.559) train_loss=216.89474487 time/batch=0.25s
93/1180 (epoch 1.576) train_loss=252.41976929 time/batch=0.19s
94/1180 (epoch 1.593) train_loss=490.11413574 time/batch=0.31s
95/1180 (epoch 1.610) train_loss=275.36325073 time/batch=0.20s
96/1180 (epoch 1.627) train_loss=534.10437012 time/batch=0.33s
97/1180 (epoch 1.644) train_loss=469.73205566 time/batch=0.33s
98/1180 (epoch 1.661) train_loss=453.92678833 time/batch=0.36s
99/1180 (epoch 1.678) train_loss=598.77087402 time/batch=0.63s
100/1180 (epoch 1.695) train_loss=420.94763184 time/batch=0.36s
101/1180 (epoch 1.712) train_loss=264.32040405 time/batch=0.20s
102/1180 (epoch 1.729) train_loss=451.29266357 time/batch=0.27s
103/1180 (epoch 1.746) train_loss=278.28872681 time/batch=0.19s
104/1180 (epoch 1.763) train_loss=249.89544678 time/batch=0.19s
105/1180 (epoch 1.780) train_loss=255.12188721 time/batch=0.27s
106/1180 (epoch 1.797) train_loss=225.26052856 time/batch=0.19s
107/1180 (epoch 1.814) train_loss=399.16625977 time/batch=0.36s
108/1180 (epoch 1.831) train_loss=224.75315857 time/batch=0.21s
109/1180 (epoch 1.847) train_loss=234.29920959 time/batch=0.19s
110/1180 (epoch 1.864) train_loss=236.76164246 time/batch=0.17s
111/1180 (epoch 1.881) train_loss=249.40319824 time/batch=0.34s
112/1180 (epoch 1.898) train_loss=207.01664734 time/batch=0.20s
113/1180 (epoch 1.915) train_loss=206.88943481 time/batch=0.17s
114/1180 (epoch 1.932) train_loss=210.25733948 time/batch=0.19s
115/1180 (epoch 1.949) train_loss=240.64854431 time/batch=0.19s
116/1180 (epoch 1.966) train_loss=211.36515808 time/batch=0.17s
117/1180 (epoch 1.983) train_loss=291.50524902 time/batch=0.34s
118/1180 (epoch 2.000) train_loss=199.48796082 time/batch=0.21s
119/1180 (epoch 2.017) train_loss=712.63549805 time/batch=0.45s
120/1180 (epoch 2.034) train_loss=1456.22729492 time/batch=2.07s
121/1180 (epoch 2.051) train_loss=527.52758789 time/batch=0.66s
122/1180 (epoch 2.068) train_loss=734.30407715 time/batch=0.48s
123/1180 (epoch 2.085) train_loss=566.11291504 time/batch=0.39s
124/1180 (epoch 2.102) train_loss=1298.51025391 time/batch=2.68s
125/1180 (epoch 2.119) train_loss=260.65689087 time/batch=0.64s
126/1180 (epoch 2.136) train_loss=431.27227783 time/batch=0.28s
127/1180 (epoch 2.153) train_loss=758.45373535 time/batch=0.52s
128/1180 (epoch 2.169) train_loss=484.57293701 time/batch=0.37s
129/1180 (epoch 2.186) train_loss=498.38159180 time/batch=0.35s
130/1180 (epoch 2.203) train_loss=424.38610840 time/batch=0.31s
131/1180 (epoch 2.220) train_loss=590.08770752 time/batch=0.41s
132/1180 (epoch 2.237) train_loss=329.86553955 time/batch=0.27s
133/1180 (epoch 2.254) train_loss=482.17898560 time/batch=1.76s
134/1180 (epoch 2.271) train_loss=599.74200439 time/batch=0.67s
135/1180 (epoch 2.288) train_loss=411.23596191 time/batch=0.31s
136/1180 (epoch 2.305) train_loss=457.83718872 time/batch=0.31s
137/1180 (epoch 2.322) train_loss=275.15594482 time/batch=0.22s
138/1180 (epoch 2.339) train_loss=540.37902832 time/batch=0.35s
139/1180 (epoch 2.356) train_loss=266.56838989 time/batch=0.23s
140/1180 (epoch 2.373) train_loss=341.65777588 time/batch=0.25s
141/1180 (epoch 2.390) train_loss=428.50201416 time/batch=0.31s
142/1180 (epoch 2.407) train_loss=547.75939941 time/batch=0.34s
143/1180 (epoch 2.424) train_loss=418.80725098 time/batch=0.28s
144/1180 (epoch 2.441) train_loss=538.90045166 time/batch=0.37s
145/1180 (epoch 2.458) train_loss=391.88729858 time/batch=0.30s
146/1180 (epoch 2.475) train_loss=551.56732178 time/batch=0.38s
147/1180 (epoch 2.492) train_loss=318.25366211 time/batch=0.27s
148/1180 (epoch 2.508) train_loss=630.04406738 time/batch=0.42s
149/1180 (epoch 2.525) train_loss=599.26330566 time/batch=0.42s
150/1180 (epoch 2.542) train_loss=269.49493408 time/batch=0.28s
151/1180 (epoch 2.559) train_loss=372.93356323 time/batch=0.25s
152/1180 (epoch 2.576) train_loss=382.95825195 time/batch=0.29s
153/1180 (epoch 2.593) train_loss=427.68103027 time/batch=0.31s
154/1180 (epoch 2.610) train_loss=461.89102173 time/batch=0.31s
155/1180 (epoch 2.627) train_loss=476.39907837 time/batch=0.41s
156/1180 (epoch 2.644) train_loss=198.77818298 time/batch=0.22s
157/1180 (epoch 2.661) train_loss=198.80659485 time/batch=0.17s
158/1180 (epoch 2.678) train_loss=215.34965515 time/batch=0.19s
159/1180 (epoch 2.695) train_loss=208.04275513 time/batch=0.17s
160/1180 (epoch 2.712) train_loss=459.73117065 time/batch=0.31s
161/1180 (epoch 2.729) train_loss=223.31950378 time/batch=0.19s
162/1180 (epoch 2.746) train_loss=348.06445312 time/batch=0.25s
163/1180 (epoch 2.763) train_loss=211.53680420 time/batch=0.20s
164/1180 (epoch 2.780) train_loss=232.54348755 time/batch=0.19s
165/1180 (epoch 2.797) train_loss=246.11970520 time/batch=0.24s
166/1180 (epoch 2.814) train_loss=203.66448975 time/batch=0.20s
167/1180 (epoch 2.831) train_loss=208.30598450 time/batch=0.17s
168/1180 (epoch 2.847) train_loss=196.62100220 time/batch=0.18s
169/1180 (epoch 2.864) train_loss=193.17266846 time/batch=0.18s
170/1180 (epoch 2.881) train_loss=183.61364746 time/batch=0.18s
171/1180 (epoch 2.898) train_loss=195.80313110 time/batch=0.19s
172/1180 (epoch 2.915) train_loss=200.59378052 time/batch=0.19s
173/1180 (epoch 2.932) train_loss=217.92686462 time/batch=0.19s
174/1180 (epoch 2.949) train_loss=213.35884094 time/batch=0.17s
175/1180 (epoch 2.966) train_loss=202.35008240 time/batch=0.19s
176/1180 (epoch 2.983) train_loss=191.95541382 time/batch=0.17s
177/1180 (epoch 3.000) train_loss=189.50413513 time/batch=0.19s
178/1180 (epoch 3.017) train_loss=379.54028320 time/batch=0.25s
179/1180 (epoch 3.034) train_loss=882.07788086 time/batch=0.61s
180/1180 (epoch 3.051) train_loss=606.85485840 time/batch=0.46s
181/1180 (epoch 3.068) train_loss=613.52105713 time/batch=0.45s
182/1180 (epoch 3.085) train_loss=283.48504639 time/batch=0.26s
183/1180 (epoch 3.102) train_loss=335.60394287 time/batch=0.26s
184/1180 (epoch 3.119) train_loss=1833.54833984 time/batch=2.64s
185/1180 (epoch 3.136) train_loss=543.51446533 time/batch=0.77s
186/1180 (epoch 3.153) train_loss=428.47729492 time/batch=0.31s
187/1180 (epoch 3.169) train_loss=805.26647949 time/batch=0.64s
188/1180 (epoch 3.186) train_loss=391.91021729 time/batch=0.35s
189/1180 (epoch 3.203) train_loss=523.62823486 time/batch=0.37s
190/1180 (epoch 3.220) train_loss=482.42404175 time/batch=0.36s
191/1180 (epoch 3.237) train_loss=340.29010010 time/batch=0.27s
192/1180 (epoch 3.254) train_loss=650.88171387 time/batch=0.47s
193/1180 (epoch 3.271) train_loss=242.86059570 time/batch=0.25s
194/1180 (epoch 3.288) train_loss=223.86639404 time/batch=0.19s
195/1180 (epoch 3.305) train_loss=443.10543823 time/batch=0.32s
196/1180 (epoch 3.322) train_loss=653.87573242 time/batch=0.47s
197/1180 (epoch 3.339) train_loss=343.39807129 time/batch=0.30s
198/1180 (epoch 3.356) train_loss=407.76165771 time/batch=0.30s
199/1180 (epoch 3.373) train_loss=403.34411621 time/batch=0.27s
200/1180 (epoch 3.390) train_loss=487.18817139 time/batch=0.34s
201/1180 (epoch 3.407) train_loss=210.01799011 time/batch=0.20s
202/1180 (epoch 3.424) train_loss=449.37203979 time/batch=0.30s
203/1180 (epoch 3.441) train_loss=317.92773438 time/batch=0.28s
204/1180 (epoch 3.458) train_loss=462.93341064 time/batch=0.31s
205/1180 (epoch 3.475) train_loss=231.78157043 time/batch=0.23s
206/1180 (epoch 3.492) train_loss=342.76947021 time/batch=0.26s
207/1180 (epoch 3.508) train_loss=272.97790527 time/batch=0.29s
208/1180 (epoch 3.525) train_loss=560.88775635 time/batch=0.37s
209/1180 (epoch 3.542) train_loss=226.66180420 time/batch=0.22s
210/1180 (epoch 3.559) train_loss=406.29101562 time/batch=0.29s
211/1180 (epoch 3.576) train_loss=388.84716797 time/batch=0.30s
212/1180 (epoch 3.593) train_loss=500.26550293 time/batch=0.36s
213/1180 (epoch 3.610) train_loss=434.92407227 time/batch=0.33s
214/1180 (epoch 3.627) train_loss=186.19949341 time/batch=0.19s
215/1180 (epoch 3.644) train_loss=586.57312012 time/batch=0.39s
216/1180 (epoch 3.661) train_loss=327.01702881 time/batch=1.77s
217/1180 (epoch 3.678) train_loss=542.17321777 time/batch=0.66s
218/1180 (epoch 3.695) train_loss=429.86505127 time/batch=0.33s
219/1180 (epoch 3.712) train_loss=341.66461182 time/batch=1.73s
220/1180 (epoch 3.729) train_loss=199.67245483 time/batch=0.45s
221/1180 (epoch 3.746) train_loss=257.53289795 time/batch=0.31s
222/1180 (epoch 3.763) train_loss=182.07202148 time/batch=0.20s
223/1180 (epoch 3.780) train_loss=184.58114624 time/batch=0.18s
224/1180 (epoch 3.797) train_loss=191.86508179 time/batch=0.20s
225/1180 (epoch 3.814) train_loss=445.63775635 time/batch=0.33s
226/1180 (epoch 3.831) train_loss=395.99368286 time/batch=0.41s
227/1180 (epoch 3.847) train_loss=183.97879028 time/batch=0.20s
228/1180 (epoch 3.864) train_loss=187.46855164 time/batch=0.19s
229/1180 (epoch 3.881) train_loss=181.71136475 time/batch=0.17s
230/1180 (epoch 3.898) train_loss=173.78881836 time/batch=0.19s
231/1180 (epoch 3.915) train_loss=177.37060547 time/batch=0.17s
232/1180 (epoch 3.932) train_loss=172.89930725 time/batch=0.17s
233/1180 (epoch 3.949) train_loss=195.54563904 time/batch=0.19s
234/1180 (epoch 3.966) train_loss=214.89562988 time/batch=0.19s
235/1180 (epoch 3.983) train_loss=189.24621582 time/batch=0.19s
236/1180 (epoch 4.000) train_loss=183.10684204 time/batch=0.19s
237/1180 (epoch 4.017) train_loss=908.49938965 time/batch=0.61s
238/1180 (epoch 4.034) train_loss=567.14611816 time/batch=0.44s
239/1180 (epoch 4.051) train_loss=614.51489258 time/batch=0.45s
240/1180 (epoch 4.068) train_loss=453.42218018 time/batch=0.36s
241/1180 (epoch 4.085) train_loss=584.90856934 time/batch=0.41s
242/1180 (epoch 4.102) train_loss=218.58480835 time/batch=0.23s
243/1180 (epoch 4.119) train_loss=1879.28100586 time/batch=2.63s
244/1180 (epoch 4.136) train_loss=458.92382812 time/batch=0.75s
245/1180 (epoch 4.153) train_loss=405.85931396 time/batch=0.28s
246/1180 (epoch 4.169) train_loss=332.72784424 time/batch=0.27s
247/1180 (epoch 4.186) train_loss=295.73559570 time/batch=0.23s
248/1180 (epoch 4.203) train_loss=322.38690186 time/batch=0.25s
249/1180 (epoch 4.220) train_loss=635.49133301 time/batch=0.45s
250/1180 (epoch 4.237) train_loss=375.71145630 time/batch=0.30s
251/1180 (epoch 4.254) train_loss=748.00366211 time/batch=0.62s
252/1180 (epoch 4.271) train_loss=596.23822021 time/batch=0.47s
253/1180 (epoch 4.288) train_loss=387.14840698 time/batch=0.31s
254/1180 (epoch 4.305) train_loss=485.88412476 time/batch=1.78s
255/1180 (epoch 4.322) train_loss=338.40777588 time/batch=0.53s
256/1180 (epoch 4.339) train_loss=384.69085693 time/batch=0.30s
257/1180 (epoch 4.356) train_loss=636.55560303 time/batch=0.47s
258/1180 (epoch 4.373) train_loss=344.81878662 time/batch=0.30s
259/1180 (epoch 4.390) train_loss=381.13348389 time/batch=0.30s
260/1180 (epoch 4.407) train_loss=439.89447021 time/batch=0.33s
261/1180 (epoch 4.424) train_loss=428.78240967 time/batch=0.34s
262/1180 (epoch 4.441) train_loss=193.39233398 time/batch=0.20s
263/1180 (epoch 4.458) train_loss=221.77430725 time/batch=0.19s
264/1180 (epoch 4.475) train_loss=237.41313171 time/batch=0.20s
265/1180 (epoch 4.492) train_loss=190.70953369 time/batch=0.17s
266/1180 (epoch 4.508) train_loss=281.14648438 time/batch=0.23s
267/1180 (epoch 4.525) train_loss=542.03491211 time/batch=0.36s
268/1180 (epoch 4.542) train_loss=441.96176147 time/batch=0.34s
269/1180 (epoch 4.559) train_loss=447.60180664 time/batch=0.31s
270/1180 (epoch 4.576) train_loss=432.83337402 time/batch=0.34s
271/1180 (epoch 4.593) train_loss=540.41912842 time/batch=0.39s
272/1180 (epoch 4.610) train_loss=409.73236084 time/batch=0.36s
273/1180 (epoch 4.627) train_loss=306.74084473 time/batch=0.27s
274/1180 (epoch 4.644) train_loss=493.27426147 time/batch=0.36s
275/1180 (epoch 4.661) train_loss=442.30465698 time/batch=0.35s
276/1180 (epoch 4.678) train_loss=471.77685547 time/batch=0.36s
277/1180 (epoch 4.695) train_loss=199.87452698 time/batch=0.22s
278/1180 (epoch 4.712) train_loss=261.35922241 time/batch=0.25s
279/1180 (epoch 4.729) train_loss=453.67364502 time/batch=0.35s
280/1180 (epoch 4.746) train_loss=189.36117554 time/batch=0.22s
281/1180 (epoch 4.763) train_loss=185.05700684 time/batch=0.17s
282/1180 (epoch 4.780) train_loss=173.33285522 time/batch=0.18s
283/1180 (epoch 4.797) train_loss=173.29504395 time/batch=0.17s
284/1180 (epoch 4.814) train_loss=173.10182190 time/batch=0.17s
285/1180 (epoch 4.831) train_loss=200.06541443 time/batch=0.19s
286/1180 (epoch 4.847) train_loss=199.15176392 time/batch=0.19s
287/1180 (epoch 4.864) train_loss=175.66647339 time/batch=0.19s
288/1180 (epoch 4.881) train_loss=167.55891418 time/batch=0.18s
289/1180 (epoch 4.898) train_loss=159.85986328 time/batch=0.19s
290/1180 (epoch 4.915) train_loss=175.04333496 time/batch=0.19s
291/1180 (epoch 4.932) train_loss=177.82620239 time/batch=0.17s
292/1180 (epoch 4.949) train_loss=185.68014526 time/batch=0.19s
293/1180 (epoch 4.966) train_loss=168.81892395 time/batch=0.17s
294/1180 (epoch 4.983) train_loss=156.43052673 time/batch=0.17s
295/1180 (epoch 5.000) train_loss=160.13032532 time/batch=0.19s
296/1180 (epoch 5.017) train_loss=1352.10998535 time/batch=2.02s
297/1180 (epoch 5.034) train_loss=318.56298828 time/batch=0.56s
298/1180 (epoch 5.051) train_loss=650.43127441 time/batch=0.38s
299/1180 (epoch 5.068) train_loss=590.36657715 time/batch=0.43s
300/1180 (epoch 5.085) train_loss=448.98818970 time/batch=0.35s
301/1180 (epoch 5.102) train_loss=412.82809448 time/batch=0.31s
302/1180 (epoch 5.119) train_loss=296.27807617 time/batch=0.22s
303/1180 (epoch 5.136) train_loss=710.83337402 time/batch=0.50s
304/1180 (epoch 5.153) train_loss=550.41516113 time/batch=0.42s
305/1180 (epoch 5.169) train_loss=535.73681641 time/batch=0.41s
306/1180 (epoch 5.186) train_loss=1332.15356445 time/batch=2.66s
307/1180 (epoch 5.203) train_loss=177.29624939 time/batch=0.62s
308/1180 (epoch 5.220) train_loss=374.06692505 time/batch=0.27s
309/1180 (epoch 5.237) train_loss=324.81152344 time/batch=0.26s
310/1180 (epoch 5.254) train_loss=290.01971436 time/batch=0.24s
311/1180 (epoch 5.271) train_loss=392.67895508 time/batch=0.30s
312/1180 (epoch 5.288) train_loss=413.46185303 time/batch=0.33s
313/1180 (epoch 5.305) train_loss=698.61517334 time/batch=0.52s
314/1180 (epoch 5.322) train_loss=508.36190796 time/batch=0.41s
315/1180 (epoch 5.339) train_loss=360.99670410 time/batch=0.30s
316/1180 (epoch 5.356) train_loss=322.11041260 time/batch=1.76s
317/1180 (epoch 5.373) train_loss=463.71566772 time/batch=0.60s
318/1180 (epoch 5.390) train_loss=343.23266602 time/batch=0.28s
319/1180 (epoch 5.407) train_loss=322.35137939 time/batch=0.25s
320/1180 (epoch 5.424) train_loss=605.29992676 time/batch=0.44s
321/1180 (epoch 5.441) train_loss=460.24914551 time/batch=0.37s
322/1180 (epoch 5.458) train_loss=600.43182373 time/batch=0.42s
323/1180 (epoch 5.475) train_loss=330.73748779 time/batch=0.30s
324/1180 (epoch 5.492) train_loss=465.52606201 time/batch=0.35s
325/1180 (epoch 5.508) train_loss=460.24841309 time/batch=0.36s
326/1180 (epoch 5.525) train_loss=498.85351562 time/batch=0.38s
327/1180 (epoch 5.542) train_loss=179.72169495 time/batch=0.20s
328/1180 (epoch 5.559) train_loss=190.38012695 time/batch=0.17s
329/1180 (epoch 5.576) train_loss=425.46649170 time/batch=0.34s
330/1180 (epoch 5.593) train_loss=417.55029297 time/batch=0.33s
331/1180 (epoch 5.610) train_loss=323.37924194 time/batch=1.72s
332/1180 (epoch 5.627) train_loss=216.20446777 time/batch=0.47s
333/1180 (epoch 5.644) train_loss=217.62396240 time/batch=0.19s
334/1180 (epoch 5.661) train_loss=379.33306885 time/batch=0.30s
335/1180 (epoch 5.678) train_loss=201.85997009 time/batch=0.22s
336/1180 (epoch 5.695) train_loss=386.35418701 time/batch=0.28s
337/1180 (epoch 5.712) train_loss=241.96166992 time/batch=0.27s
338/1180 (epoch 5.729) train_loss=357.83782959 time/batch=0.30s
339/1180 (epoch 5.746) train_loss=186.56665039 time/batch=0.19s
340/1180 (epoch 5.763) train_loss=213.34585571 time/batch=0.26s
341/1180 (epoch 5.780) train_loss=295.39422607 time/batch=0.30s
342/1180 (epoch 5.797) train_loss=225.23712158 time/batch=0.20s
343/1180 (epoch 5.814) train_loss=347.59228516 time/batch=0.30s
344/1180 (epoch 5.831) train_loss=180.89039612 time/batch=0.21s
345/1180 (epoch 5.847) train_loss=166.26094055 time/batch=0.19s
346/1180 (epoch 5.864) train_loss=166.01498413 time/batch=0.19s
347/1180 (epoch 5.881) train_loss=169.77243042 time/batch=0.19s
348/1180 (epoch 5.898) train_loss=170.34962463 time/batch=0.17s
349/1180 (epoch 5.915) train_loss=204.89935303 time/batch=0.17s
350/1180 (epoch 5.932) train_loss=178.53337097 time/batch=0.19s
351/1180 (epoch 5.949) train_loss=173.25421143 time/batch=0.17s
352/1180 (epoch 5.966) train_loss=166.90832520 time/batch=0.19s
353/1180 (epoch 5.983) train_loss=156.85052490 time/batch=0.17s
354/1180 (epoch 6.000) train_loss=151.50018311 time/batch=0.17s
355/1180 (epoch 6.017) train_loss=425.03515625 time/batch=0.30s
356/1180 (epoch 6.034) train_loss=326.95379639 time/batch=0.25s
357/1180 (epoch 6.051) train_loss=273.12884521 time/batch=0.24s
358/1180 (epoch 6.068) train_loss=383.60455322 time/batch=0.27s
359/1180 (epoch 6.085) train_loss=442.61590576 time/batch=0.33s
360/1180 (epoch 6.102) train_loss=615.21099854 time/batch=0.45s
361/1180 (epoch 6.119) train_loss=429.31274414 time/batch=0.34s
362/1180 (epoch 6.136) train_loss=320.59356689 time/batch=0.27s
363/1180 (epoch 6.153) train_loss=373.82446289 time/batch=0.30s
364/1180 (epoch 6.169) train_loss=377.14819336 time/batch=0.30s
365/1180 (epoch 6.186) train_loss=581.15698242 time/batch=0.41s
366/1180 (epoch 6.203) train_loss=461.52197266 time/batch=1.80s
367/1180 (epoch 6.220) train_loss=540.67510986 time/batch=0.64s
368/1180 (epoch 6.237) train_loss=170.30282593 time/batch=0.20s
369/1180 (epoch 6.254) train_loss=213.27404785 time/batch=0.20s
370/1180 (epoch 6.271) train_loss=508.79443359 time/batch=0.35s
371/1180 (epoch 6.288) train_loss=457.42279053 time/batch=0.36s
372/1180 (epoch 6.305) train_loss=601.15808105 time/batch=0.47s
373/1180 (epoch 6.322) train_loss=830.63183594 time/batch=0.63s
374/1180 (epoch 6.339) train_loss=491.07189941 time/batch=0.42s
375/1180 (epoch 6.356) train_loss=695.42993164 time/batch=0.50s
376/1180 (epoch 6.373) train_loss=411.15551758 time/batch=0.36s
377/1180 (epoch 6.390) train_loss=649.97302246 time/batch=0.61s
378/1180 (epoch 6.407) train_loss=195.64837646 time/batch=0.26s
379/1180 (epoch 6.424) train_loss=556.35449219 time/batch=0.37s
380/1180 (epoch 6.441) train_loss=233.86685181 time/batch=0.23s
381/1180 (epoch 6.458) train_loss=1827.66430664 time/batch=2.64s
382/1180 (epoch 6.475) train_loss=342.65759277 time/batch=0.69s
383/1180 (epoch 6.492) train_loss=178.26043701 time/batch=0.20s
384/1180 (epoch 6.508) train_loss=369.50393677 time/batch=0.27s
385/1180 (epoch 6.525) train_loss=334.11743164 time/batch=0.27s
386/1180 (epoch 6.542) train_loss=198.19348145 time/batch=0.20s
387/1180 (epoch 6.559) train_loss=306.13500977 time/batch=0.22s
388/1180 (epoch 6.576) train_loss=426.86773682 time/batch=0.33s
